trivial,multiply,def multiply(a b):    return a * b,def multiply(a b):    return a * b,```def multiply(a b):    return a * b```This function takes two numbers as input and returns their product. <step>, return a * b
complex,contains_punctuation,def contains_punctuation(input_string):    punctuation = '''!()-[]{};:'"\<>./?@#$%^&*_~'''    for char in input_string:        if char in punctuation:            return True    return False,ERROR: CLEAN THIS,```def contains_punctuation(s):    punctuation = "!\"#$%&'()*+-./:;<=>?@[\\]^_`{|}~"    for char in s:        if char in punctuation:            return True    return False```This function checks if a string contains any punctuation characters. It iterates through each character in the string and checks if it is in the punctuation string. If it finds a punctuation character it returns True. If it reaches the end of the string without finding any punctuation characters it returns False. <step>, return any(c in string.punctuation for c in a)
complex,contains_uppercase,def contains_uppercase(s):    for char in s:        if char.isupper():            return True    return False,def contains_uppercase(s):    for char in s:        if char.isupper():            return True    return False,```def contains_uppercase(s):    for char in s:        if char.isupper():            return True    return False```This function iterates through each character in the string `s` and checks if it is an uppercase character using the `isupper()` method. If it finds an uppercase character it returns `True`. If it reaches the end of the string without finding an uppercase character it returns `False`. <step>, return any(c.isupper() for c in a)
complex,numbers_to_words,def numbers_to_words(number):    # Add your code here    pass,ERROR: CLEAN THIS,```def numbers_to_words(num):    numbers_to_words_dict = {        1: 'one'        2: 'two'        3: 'three'        4: 'four'        5: 'five'        6: 'six'        7: 'seven'        8: 'eight'        9: 'nine'        10: 'ten'        11: 'eleven'        12: 'twelve'        13: 'thirteen'        14: 'fourteen'        15: 'fifteen'        16: 'six, return ' '.join(num2words(int(n)) for n in a.split())
complex,words_to_numbers,def words_to_numbers(words: str) -> int:    # code to convert words to numbers    pass,def words_to_numbers(words):    numbers = []    for word in words:        if word.isdigit():            numbers.append(int(word))    return numbers,```def words_to_numbers(words):    numbers = []    for word in words:        if word.isdigit():            numbers.append(int(word))    return numbers```This function takes a list of words as input and returns a list of integers corresponding to the words that are numbers. <step>, return ' '.join(str(words2num(n)) for n in a.split())
complex,remove_vowels,def remove_vowels(string):    vowels = "aeiouAEIOU"    new_string = ""    for char in string:        if char not in vowels:            new_string += char    return new_string,pydef remove_vowels(s):    vowels = "aeiouAEIOU"    result = ""    for char in s:        if char not in vowels:            result += char    return result,```pydef remove_vowels(s):    vowels = "aeiouAEIOU"    result = ""    for char in s:        if char not in vowels:            result += char    return result```This function iterates through each character in the string `s` and checks if the character is a vowel. If it is not a vowel it is added to the `result` string. Finally the `result` string is returned. <step>, return ''.join(c for c in a if c not in 'aeiou')
complex,remove_consonants,def remove_consonants(string):    vowels = "aeiouAEIOU"    result = ""    for char in string:        if char in vowels:            result += char    return result,pydef remove_consonants(s):    vowels = "aeiouAEIOU"    result = ""    for char in s:        if char in vowels:            result += char    return result,```pydef remove_consonants(s):    vowels = "aeiouAEIOU"    result = ""    for char in s:        if char in vowels:            result += char    return result```This function iterates through each character in the input string and checks if it is a vowel. If it is it adds it to the result string. If not it skips it. Finally it returns the result string with all consonants removed. <step>, return ''.join(c for c in a if c in 'aeiou')
complex,remove_digits,def remove_digits(input_string):    output_string = ''.join([i for i in input_string if not i.isdigit()])    return output_string,pydef remove_digits(s):    return ''.join(c for c in s if not c.isdigit()),```pydef remove_digits(s):    return ''.join(c for c in s if not c.isdigit())```This function removes all digits from the input string and returns the resulting string. <step>, return ''.join(c for c in a if not c.isdigit())
complex,remove_punctuation,def remove_punctuation(text):    # code to remove punctuation from the given text    return cleaned_text,ERROR: CLEAN THIS,```def remove_punctuation(s):    punctuation = "!\"#$%&'()*+-./:;<=>?@[\\]^_`{|}~"    result = ""    for char in s:        if char not in punctuation:            result += char    return result```This function takes a string as input and returns a new string with all punctuation characters removed. <step>, return ''.join(c for c in a if c not in string.punctuation)
complex,remove_uppercase,def remove_uppercase(string):    return ''.join([char for char in string if not char.isupper()]),ERROR: CLEAN THIS, def remove_uppercase(s):    return ''.join([c for c in s if not c.isupper()]) <step>, return ''.join(c for c in a if not c.isupper())
complex,clamp,def clamp(value min_val max_val):    return max(min(value max_val) min_val),pydef clamp(value min_value max_value):    if value < min_value:        return min_value    elif value > max_value:        return max_value    else:        return value,```pydef clamp(value min_value max_value):    if value < min_value:        return min_value    elif value > max_value:        return max_value    else:        return value```This function takes in a value and two boundaries (min_value and max_value) and returns the value if it is within the boundaries or the boundary value if it is outside the boundaries. <step>, return max(min(a b) c)
complex,reverse,def reverse(text):    return text[::-1],pydef reverse(s):    return s[::-1],```pydef reverse(s):    return s[::-1]```This function takes a string as input and returns the reversed string. <step>, return a[::-1]
complex,sort_by_reverse_ascii,def sort_by_reverse_ascii(data):    return sorted(data reverse=True),def sort_by_reverse_ascii(s):    return ''.join(sorted(s key=lambda x: -ord(x))),```def sort_by_reverse_ascii(s):    return ''.join(sorted(s key=lambda x: -ord(x)))```This function takes a string as input and returns a string sorted by the reverse ASCII value of each character. <step>, return sorted(a key=lambda x: x[::-1])
complex,sort_by_reverse_length_without_spaces,def sort_by_reverse_length_without_spaces(arr):    arr = [word.replace(" " "") for word in arr]    arr.sort(key=lambda x: len(x) reverse=True)    return arr,def sort_by_reverse_length_without_spaces(strings):    return sorted(strings key=lambda x: len(x.replace(" " "")) reverse=True),```def sort_by_reverse_length_without_spaces(strings):    return sorted(strings key=lambda x: len(x.replace(" " "")) reverse=True)```This function takes a list of strings as input and returns a list of strings sorted in descending order of their length without counting spaces. <step>, return sorted(a key=lambda x: len(x.replace(' ' '')) reverse=True)
complex,sort_by_vowel_count,def sort_by_vowel_count(words):    return sorted(words key=lambda x: sum(1 for letter in x if letter.lower() in 'aeiou')),pydef sort_by_vowel_count(strings):    def vowel_count(s):        vowels = set('aeiou')        return sum(1 for c in s.lower() if c in vowels)    return sorted(strings key=vowel_count),```pydef sort_by_vowel_count(strings):    def vowel_count(s):        vowels = set('aeiou')        return sum(1 for c in s.lower() if c in vowels)    return sorted(strings key=vowel_count)```This function takes a list of strings as input and returns a list of strings sorted in ascending order of the number of vowels in each string. The `vowel_count` function is a helper function that calculates the number of vowels in a given string. The `sorted` function is used to sort the input list using the `v, return sorted(a key=lambda x: sum(1 for c in x if c in 'aeiou'))
complex,sort_by_consonant_count,def sort_by_consonant_count(words):    return sorted(words key=lambda word: sum(1 for letter in word if letter.lower() not in 'aeiou')),pydef sort_by_consonant_count(words):    def consonant_count(word):        vowels = set("aeiou")        return sum(1 for char in word.lower() if char not in vowels)    return sorted(words key=consonant_count),```pydef sort_by_consonant_count(words):    def consonant_count(word):        vowels = set("aeiou")        return sum(1 for char in word.lower() if char not in vowels)    return sorted(words key=consonant_count)```This function takes a list of words as input and returns a sorted list of words based on the number of consonants in each word. The consonant_count function is used to calculate the number of consonants in a word by counting the number of characters that are not vowels. The sorted function is used to sort the, return sorted(a key=lambda x: sum(1 for c in x if c not in 'aeiou'))
complex,slice_pairs,def slice_pairs(input_list):    return input_list[::2],def slice_pairs(s):    return [(s[i] s[i+1]) for i in range(0 len(s) 2)],```def slice_pairs(s):    return [(s[i] s[i+1]) for i in range(0 len(s) 2)]```This function takes a string as input and returns a list of tuples where each tuple contains two consecutive characters from the input string. The function uses a list comprehension to iterate over the input string in steps of 2 and creates a tuple for each pair of characters. <step>,(lambda x: [x[i:i+2] for i in range(len(x)-1)])
complex,reverse_word_order,def reverse_word_order(sentence):    words = sentence.split()    reversed_words = words[::-1]    reversed_sentence = ' '.join(reversed_words)    return reversed_sentence,def reverse_word_order(sentence):    words = sentence.split()    reversed_words = words[::-1]    reversed_sentence = ' '.join(reversed_words)    return reversed_sentence,```def reverse_word_order(sentence):    words = sentence.split()    reversed_words = words[::-1]    reversed_sentence = ' '.join(reversed_words)    return reversed_sentence```This function takes a sentence as input and returns the sentence with the word order reversed. It first splits the sentence into a list of words then reverses the list of words and finally joins the reversed list of words back into a sentence. <step>,(lambda s: ' '.join([w[::-1] for w in s.split()]))
complex,square_even_nums,def square_even_nums(numbers):    squares = [num ** 2 for num in numbers if num % 2 == 0]    return squares,def square_even_nums(numbers):    squared_even_numbers = []    for number in numbers:        if number % 2 == 0:            squared_even_numbers.append(number ** 2)    return squared_even_numbers,```def square_even_nums(numbers):    squared_even_numbers = []    for number in numbers:        if number % 2 == 0:            squared_even_numbers.append(number ** 2)    return squared_even_numbers```This function takes a list of numbers as input and returns a list of the squares of the even numbers in the input list. <step>,(lambda n: list(map(lambda x: x ** 2 filter(lambda x: x % 2 == 0 range(n)))))
complex,sort_by_char_sum,def sort_by_char_sum(arr):    return sorted(arr key=lambda x: sum(ord(c) for c in x)),def sort_by_char_sum(strings):    return sorted(strings key=lambda x: sum(ord(c) for c in x)),```def sort_by_char_sum(strings):    return sorted(strings key=lambda x: sum(ord(c) for c in x))```This function takes a list of strings as input and returns a list of strings sorted in ascending order based on the sum of the ASCII values of the characters in each string. <step>,(lambda x: sorted(x key=lambda y: sum(ord(c) for c in y))))
complex,is_prime_check,def is_prime_check(num):    if num < 2:        return False    for i in range(2 int(num ** 0.5) + 1):        if num % i == 0:            return False    return True,def is_prime_check(n):    if n <= 1:        return False    if n <= 3:        return True    if n % 2 == 0 or n % 3 == 0:        return False    i = 5    while i * i <= n:        if n % i == 0 or n % (i + 2) == 0:            return False        i += 6    return True,```def is_prime_check(n):    if n <= 1:        return False    if n <= 3:        return True    if n % 2 == 0 or n % 3 == 0:        return False    i = 5    while i * i <= n:        if n % i == 0 or n % (i + 2) == 0:            return False        i += 6    return True```This function checks if a given number is prime or not. <step>,(lambda x: [i for i in range(2 x) if x % i == 0] == [])
complex,consecutive_diff_letters,def consecutive_diff_letters(word):    differences = []    for i in range(len(word) - 1):        if word[i] != word[i + 1]:            differences.append((word[i] word[i + 1]))    return differences,pydef consecutive_diff_letters(s):    if len(s) < 2:        return False    for i in range(len(s) - 1):        if abs(ord(s[i]) - ord(s[i + 1])) != 1:            return False    return True,```pydef consecutive_diff_letters(s):    if len(s) < 2:        return False    for i in range(len(s) - 1):        if abs(ord(s[i]) - ord(s[i + 1])) != 1:            return False    return True```This function takes a string as input and returns True if the string contains consecutive letters with a difference of 1 (e.g. 'abc' 'cba' 'zyx') and False otherwise. <step>,(lambda s: all(ord(s[i]) - ord(s[i-1]) == ord(s[i+1]) - ord(s[i]) for i in range(1 len(s)-1)))
complex,is_prime_check,def is_prime_check(number):    if number <= 1:        return False    for i in range(2 int(number ** 0.5) + 1):        if number % i == 0:            return False    return True,def is_prime_check(n):    if n <= 1:        return False    if n <= 3:        return True    if n % 2 == 0 or n % 3 == 0:        return False    i = 5    while i * i <= n:        if n % i == 0 or n % (i + 2) == 0:            return False        i += 6    return True,```def is_prime_check(n):    if n <= 1:        return False    if n <= 3:        return True    if n % 2 == 0 or n % 3 == 0:        return False    i = 5    while i * i <= n:        if n % i == 0 or n % (i + 2) == 0:            return False        i += 6    return True```This function checks if a given number is prime or not. <step>,(lambda x: all(x % i != 0 for i in range(2 int(x ** 0.5) + 1)))
complex,get_number_of_words_from_file,def get_number_of_words_from_file(file_name):    with open(file_name 'r') as file:        data = file.read()        words = data.split()        return len(words),ERROR: CLEAN THIS, def get_number_of_words_from_file(file_path):    with open(file_path 'r') as f:        text = f.read()    words = text.split()    return len(words) <step>, return sum([len(line.split(" ") for line in open(a).read().split("\n")]
very_complex,process_with_params,def process_with_params(param1 param2):    # Add your code here    pass,def process_with_params(input_data param1 param2):    # process input_data with param1 and param2    return processed_data,```def process_with_params(input_data param1 param2):    # process input_data with param1 and param2    return processed_data```This function takes in input_data param1 and param2 as parameters and processes the input_data using param1 and param2. The processed_data is then returned. <step>,void fcn.140030b80(ulong param_1 ulong param_2 ulong param_3) { ulong uVar1; uVar1 = fcn.140030ae0(param_3); fcn.14002efc0(param_1 param_2 uVar1); return; }
very_complex,call_function_with_parameters,def call_function_with_parameters(param1 param2):    # Call the function with the given parameters    function_name(param1 param2),ERROR: CLEAN THIS, def call_function_with_parameters(function_name parameters):    return function_name(*parameters)# Example usage:def add(a b):    return a + bprint(call_function_with_parameters(add [1 2]))  # Output: 3 <step>,void __thiscall fcn.005ac32c(uint *param_1 uint param_2 uint *param_3 uint param_4 uint param_5 uint param_6) { int32_t *in_EAX; int32_t iVar1; uint *puVar2; uint auStack_30 [8]; uint uStack_10; uint uStack_c; uint uStack_8; puVar2 = auStack_30; for (iVar1 = 8; iVar1 != 0; iVar1 = iVar1 + -1) { *puVar2 = *param_3; param_3 = param_3 + 1; puVar2 = puVar2 + 1; } uStack_10 = *param_1; uStack_c = param_1[1]; uStack_8 = param_1[2]; (**(*in_EAX + 0x14))(param_2 auStack_30 param_4 param_5 param_6); return; }
very_complex,process_status_update,def process_status_update():    # function code goes here    pass,ERROR: CLEAN THIS, def process_status_update(status_update):    # Your code here    # Process the status update    pass# Example usagestatus_update = "All good!"process_status_update(status_update) <step>,int32_t __thiscall fcn.0048264a(int32_t param_1 uint param_2) { int32_t iVar1; fcn.0047ae5b(); iVar1 = fcn.0047aedb(param_1 + 8 param_2 param_1); if (iVar1 == 0) { *(param_1 + 0x14) = 1; iVar1 = 0; *(param_1 + 0xc) = param_2; } else { *(param_1 + 0xc) = 0; *(param_1 + 0x14) = 0; } return iVar1; }
very_complex,set_process_address,def set_process_address():    # python code for setting process address    pass,def set_process_address(process_id address):    # Your code here    pass,```def set_process_address(process_id address):    # Your code here    pass```This function takes in a process ID and an address and sets the address of the process to the given address. <step>,void fcn.1000c7ad(void) { int32_t in_EAX; fcn.1000cb20(); *(in_EAX + 0x54) = 0x100518a4; fcn.1001d775(in_EAX + 0x54); return; }
very_complex,process_string_and_set_value,def process_string_and_set_value(string_value):    # code to process the string    # code to set the value    return processed_value,ERROR: CLEAN THIS, def process_string_and_set_value(string):    # Process the string and set the value    # Hint: Use the .split() method to split the string into a list of words    words = string.split()    # Hint: Use the .count() method to count the number of times a word appears in the list    word_count = words.count("value")    # Hint: Use the .index() method to find the index of the first occurrence of the word "value" in the list    index = words.index("value")    # Hint: Use list slicing to get the words before the word "value",void __fastcall fcn.036f9ba8(int32_t param_1 char *param_2) { char cVar1; uint uVar2; uint *in_EAX; char *pcVar3; pcVar3 = param_2; do { if (param_1 == 0) break; param_1 = param_1 + -1; cVar1 = *pcVar3; pcVar3 = pcVar3 + 1; } while (cVar1 != '\0'); uVar2 = fcn.036f93ac(); if (param_2 != NULL) { fcn.036f68f8(); } fcn.036f943c(); *in_EAX = uVar2; return; }
very_complex,swap_parameters,def swap_parameters(param1 param2):    return param2 param1,def swap_parameters(a b):    return b a,```def swap_parameters(a b):    return b a```This function takes two parameters `a` and `b` and returns them in reversed order. <step>,void __thiscall fcn.004961ec(uint param_1 uint param_2) { fcn.004ff6b8(param_2 param_1); return; }
very_complex,process_array_elements,def process_array_elements(array):    for element in array:        # do something with each element        print(element)  # for example print each element in the array,pydef process_array_elements(arr):    for i in range(len(arr)):        if arr[i] % 2 == 0:            arr[i] = arr[i] + 1        else:            arr[i] = arr[i] - 1    return arr,```pydef process_array_elements(arr):    for i in range(len(arr)):        if arr[i] % 2 == 0:            arr[i] = arr[i] + 1        else:            arr[i] = arr[i] - 1    return arr```This function takes an array as input and modifies it in-place. For each element in the array if the element is even it adds 1 to it and if it's odd it subtracts 1 from it. The modified array is then returned. <step>,void fcn.00442272(int32_t param_1) { int32_t iVar1; uint32_t uVar2; uVar2 = 0; if (*(param_1 + 8) != 0) { do { iVar1 = *(*(param_1 + 4) + uVar2 * 4); if (iVar1 != 0) { fcn.00442253(iVar1); } uVar2 = uVar2 + 1; } while (uVar2 < *(param_1 + 8)); *(param_1 + 8) = 0; return; } *(param_1 + 8) = 0; return; }
very_complex,call_function_and_reset_pointer,def call_function_and_reset_pointer():    # Your code here    pass,def call_function_and_reset_pointer(function pointer):    function()    pointer = 0,```def call_function_and_reset_pointer(function pointer):    function()    pointer = 0```This function calls the function passed as the first argument and then resets the pointer passed as the second argument to 0. <step>,void __fastcall fcn.0041013f(int32_t param_1) { int32_t *piVar1; piVar1 = *(param_1 + 0x14); if (piVar1 != NULL) { (**(*piVar1 + 8))(piVar1); *(param_1 + 0x14) = 0; } return; }
very_complex,update_memory_allocation,def update_memory_allocation():    # Python code for updating memory allocation    pass,def update_memory_allocation(memory_allocation process_name memory_size):    if process_name in memory_allocation:        memory_allocation[process_name] += memory_size    else:        memory_allocation[process_name] = memory_size,```def update_memory_allocation(memory_allocation process_name memory_size):    if process_name in memory_allocation:        memory_allocation[process_name] += memory_size    else:        memory_allocation[process_name] = memory_size```This function updates the memory allocation dictionary by adding the specified memory size to the memory allocation of the given process. If the process is not already in the dictionary it is added with the specified memory size. <step>,uint32_t __thiscall fcn.0042392a(int32_t param_1 uint32_t param_2) { uint32_t uVar1; uint32_t uVar2; uint32_t in_EAX; uint32_t uVar3; int32_t *unaff_EBX; uint32_t *unaff_EDI; if (in_EAX == 0) { uVar2 = *unaff_EDI; uVar3 = param_1 + 7U & 0xfffffff8; uVar1 = uVar2 + uVar3; if (uVar1 <= param_2) { *unaff_EDI = uVar1; return uVar2; } *unaff_EBX = *unaff_EBX + uVar3; } return in_EAX; }
very_complex,remove_unreachable_blocks,def remove_unreachable_blocks():    # Your code here,pydef remove_unreachable_blocks(blocks):    reachable_blocks = [0]    for i in range(len(blocks)):        if i in reachable_blocks:            for j in range(blocks[i]):                reachable_blocks.append(i + j + 1)    return reachable_blocks,```pydef remove_unreachable_blocks(blocks):    reachable_blocks = [0]    for i in range(len(blocks)):        if i in reachable_blocks:            for j in range(blocks[i]):                reachable_blocks.append(i + j + 1)    return reachable_blocks```This function takes a list of non-negative integers as input where each element represents the number of blocks you can jump from that block. It returns a list of the indices of the reachable blocks. <step>,void fcn.004029d2(void) { fcn.0040c020(4); return; }
very_complex,matrix_transpose,def matrix_transpose(matrix):    return list(map(list zip(*matrix))),pydef matrix_transpose(matrix):    return [[matrix[j][i] for j in range(len(matrix))] for i in range(len(matrix[0]))],```pydef matrix_transpose(matrix):    return [[matrix[j][i] for j in range(len(matrix))] for i in range(len(matrix[0]))]```This function takes a matrix as input and returns its transpose. <step>,lambda matrix: [[row[i] for row in matrix] for i in range(len(matrix[0]))]
